pname,subtitle,StrDate,EndDate,production,crew,cast,content,cover,stills
Four Flat Whites in Italy,"By Roger Hall 
 Directed by Tui Clark",2023-10-14,2023-11-04,"{""Director"": [""Tui Clark""], ""Set Design"": [""Tui Clark"", ""Tom Fahy""], ""Costume Design"": [""Helen Kohlhagen""], ""Lighting Design"": [""Cian Byrne""], ""Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Duncan Cole""], ""Lighting and Sound Operation"": [""Paul Adderley"", ""Paul Uhrig"", ""Charlotte Launay""]}","{""Adrian"": [""David Stewart-Hunter""], ""Judy"": [""Karen Pattinson""], ""Harry"": [""Christopher Pali""], ""Alison"": [""Penny Church""], ""Young Male"": [""Imran Khaliqi""], ""Young Female"": [""Kimberlea Smith""]}","Venice! Rome! Tuscany! With a copy of Lonely Planet in one hand and an Italian phrase book in the other, recently retired librarians Adrian and Alison feel prepared to face the excitement of Italy in their longed-for trip.
Travelling with your nearest and dearest is difficult enough…but with a couple you’ve only just met? This is OE for the over-fifties, when tensions can arise from sharing everything from the bathroom to the bill. And as for sharing the driving on the autostrada!
With events from the past looming over their lives, and new excitements possibly just around the corner, the journey does indeed turn out to be the trip of a lifetime.",https://www.genesiantheatre.com.au/s2023/7/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2023/7/images/1.jpg', 'https://www.genesiantheatre.com.au/s2023/7/images/3.jpg']"
Steel Magnolias,"By Robert Harling 
 Directed by Ali Bendall",2023-11-18,2023-12-16,"{""Director"": [""Ali Bendall""], ""Assistant Director"": [""Emily Saint Smith""], ""Set Design"": [""Ali Bendall"", ""Tom Fahy""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Cian Byrne""], ""Sound Design"": [""Mehran Mortezaei""]}","{""Stage Manager"": [""Debbie Kearns""], ""Assistant Stage Manager"": [""Jane Thorpe""], ""Lighting and Sound Operation"": [""Paul Adderley""]}","{""Truvy"": [""Molly Haddon""], ""Annelle"": [""Julia Grace""], ""Clairee"": [""Sharron Olivier""], ""Shelby"": [""Heather Tleige""], ""M'Lynn"": [""Georgia Britt""], ""Ouiser"": [""Sandra Bass""]}","Welcome to Truvy's beauty salon, where the wise-cracking owner dispenses more than just haircuts to the Southern ladies who make up her clientele. Here we'll meet Truvy's new assistant – the maybe-married Annelle – and her regulars: Miss Clairee, a rich widow who loves football, M'Lynn, the local guidance counsellor, and her daughter, Shelby, the prettiest girl in town. And then there's Ouiser, whose acerbic tongue will be held for no-one.
This is a story filled with heart, humour and a whole lotta hairspray!",https://www.genesiantheatre.com.au/s2023/8/images/poster.jpg,['https://www.genesiantheatre.com.au/s2023/8/images/3.jpg']
Murdered to Death,"by Peter Gordon 
 Directed by Elizabeth (Liz) Munro",2022-01-22,2022-03-05,"{""Director"": [""Elizabeth (Liz) Munro""], ""Assistant Director"": [""Ella Monti""], ""Set Design"": [""Debbie Smith""], ""Costume Design"": [""Susan Carveth"", ""Ildy Izso""], ""Lighting and Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Ella Monti"", ""Amy Roberts""], ""Lighting and Sound Operation"": [""Cian Byrne"", ""Emmanuel Said""]}","{""Mildred Bagshot"": [""Denise Kitching""], ""Dorothy Foxton"": [""Phoebe Kennedy""], ""Bunting"": [""Stephen Holland""], ""Joan Maple"": [""Sandra Bass""], ""Col Charles Craddock"": [""David Stewart-Hunter""], ""Margaret Craddock"": [""Emily Saint-Smith""], ""Pierre Marceau"": [""Mitch McCausland""], ""Elizabeth Hartley-Trumpington"": [""Alice Bendall""], ""Constable Thompkins"": [""Ben Brighton""], ""Inspector Pratt"": [""William Baltyn""]}","The play introduces the inept and bungling Inspector Pratt, who battles against the odds and his own incompetence to solve the murder of the house's owner. Bunting the butler, an English Colonel with the prerequisite stiff upper lip, a shady French art dealer and his moll, bumbling local inspectors and a well-meaning, local sleuth who seems to attract murder - they're all here, and all caught up in the side-splitting antics which follow the mysterious death of the owner of a country manor house. It soon becomes clear that the murderer isn't finished yet; but will the murderer be unmasked before everyone else has met their doom, or will audiences die laughing first?",https://www.genesiantheatre.com.au/s2022/1/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2022/1/images/1.jpg', 'https://www.genesiantheatre.com.au/s2022/1/images/3.jpg']"
Lady Windermere's Fan,"by Oscar Wilde 
 Directed by Jess Davis",2022-03-19,2022-05-07,"{""Director"": [""Jess Davis""], ""Assistant Director"": [""Tui Clark""], ""Set Design"": [""Tom Fahy""], ""Costume Design"": [""Peter Henson""], ""Lighting Design"": [""Michael Schell""]}","{""Stage Manager"": [""Hannah Dunwell""], ""Lighting and Sound Operation"": [""Chris Dunwell""]}","{""Lady Windermere"": [""Aimee Honor""], ""Lord Windermere"": [""Kendall Drury""], ""Lord Darlington"": [""Sam Walter""], ""Mrs Erlynne"": [""Michela Noonan""], ""Lord Augustus Lorton"": [""David M Bond""], ""Duchess of Berwick"": [""Liz Grindley""], ""Lady Agatha Carlisle"": [""Rosalie"", ""May Hnin""], ""Mr Dumby"": [""Carlin Hurdis""], ""Cecil Graham"": [""Peter David Allison""], ""Mr Hopper"": [""James Trevorrow""], ""Lady Plymdale"": [""Jill Kingston""], ""Parker"": [""Rod Stewart""], ""Lady Jedburgh"": [""Susan Carveth""], ""Mrs Cowper Cowper"": [""Danielle Henderson""]}","On the day of her twenty first birthday ball, Lady Windermere is presented with both a beautiful fan from her husband, and a shocking suspicion that he is having an affair with a mysterious older woman. After a series of adulterous rumours are unveiled, she discovers that Lord Windermere has been secretly siphoning money into the account of one Mrs Erlynne, a woman who has set the tongues of London's elite wagging. To add insult to injury, Lord Windermere insists that Mrs Erlynne be invited to Lady Windermere's birthday ball and treated as a special guest.",https://www.genesiantheatre.com.au/s2022/2/images/poster.jpg,['https://www.genesiantheatre.com.au/s2022/2/images/3.jpg']
Hercule Poirot's First Case,"Adapted by Jon Jory 
 Based on  
 The Mysterious Affair at Styles 
  by Agatha Christie 
 Directed by Tom Massey",2022-05-21,2022-07-02,"{""Director"": [""Tom Massey""], ""Assistant Director"": [""Barry Nielsen""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Mehran Mortezaei""]}","{""Stage Manager"": [""Meg Girdler""], ""Lighting and Sound Operation"": [""May Hnin"", ""Alexis Worthing"", ""Mary Abraham"", ""Sangeeta Tandon""]}","{""John Cavendish"": [""Paul Adderley""], ""Lawrence Cavendish"": [""Patrick Gallagher""], ""Hastings"": [""Delmar Terblanche""], ""Evie Howard"": [""Ruba El-Kaddoumi""], ""Mary Cavendish"": [""Dame Agatha Heavyweather"", ""Alice Bendall""], ""Emily Inglethorp"": [""Ros Bilbe"", ""Denise Kitching""], ""Alfred Inglethorp"": [""Frederic Claudel""], ""Cynthia Murdoch"": [""Annie"", ""Mace"", ""Emilia Kriketos""], ""Hercule Poirot"": [""Peter Gizariotis""], ""Dr. Bauerstein"": [""Detective Inspector Japp"", ""Thomas Southwell""], ""Dr. Wilkins"": [""Phillips"", ""Laura Wallace""], ""Dorcas"": [""Manning"", ""Meg Girdler""], ""Coroner Wells"": [""Judge"", ""Emmanuel Said""]}","Who poisoned the wealthy Emily Inglethorp, and how did the murderer penetrate and escape from her locked bedroom?
The brilliant Belgian detective Hercule Poirot makes his unforgettable debut in Jon Jory's dynamic adaptation of Agatha Christie's first novel,
The Mysterious Affair at Styles
. This new adaptation visits 30 locations in 80 minutes - fast-paced and stylised, this show will be a fun romp as we join Poirot and Hastings on their first adventure together!
Poirot, a Belgian refugee of the Great War, is settling in a small village in England near the remote country manor of Emily Inglethorp, a friend who assisted him in starting his new life. Poirot's friend, Hastings, arrives as a guest at her home. When Emily is killed, Poirot uses his detective skills to solve the mystery of who killed her! Was it her fawning new husband, Alfred; her volatile housekeeper, Dorcas; her companion, Evelyn Howard; or was it Cynthia Murdoch, the pretty nurse who works in a nearby hospital dispensary? Plot twists and red herrings abound in this dynamic and engaging new adaptation of Agatha Christie's first novel.",https://www.genesiantheatre.com.au/s2022/3/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2022/3/images/1.jpg', 'https://www.genesiantheatre.com.au/s2022/3/images/3.jpg']"
Summer of the Seventeenth Doll,"By Ray Lawler 
 Directed by John Grinston",2022-07-16,2022-08-20,"{""Director"": [""John Grinston""], ""Set Design"": [""Tom Fahy""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Mehran Mortezaei""], ""Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Marica Fumanti""], ""Lighting and Sound Operation"": [""Cian Byrne"", ""Ali Shad"", ""Mark Berriman""]}","{""Emma"": [""Liz Grindley""], ""Olive"": [""Jodine Muir""], ""Pearl"": [""Grace Swadling""], ""Bubba"": [""Heather Tleige""], ""Barney"": [""Harley Connor""], ""Roo"": [""Martin Grelis""], ""Johnnie Dowd"": [""Hamish MacDonald""]}","They came down from the far north, their work done. Months of hot, hard, sweat-soaked work: done and out-of-mind. Pockets lined, spirits high. Ready to bust out and party. Six months of party. That was the deal. Their time, their reward, their perfect life.
Waiting for them, in the city, a woman for whom it was both enough and a feast. She waited, this year, as in all the past years, her heart bursting with defiant love and hope. Never mind the losses.
Their reward, their dream, their perfect life. Until time dealt them the blow it had long booked them. See it, Ray Lawler's brilliant play that transformed our theatre and the way we see each other.
Summer of the Seventeenth Doll
 is an Australian play written by Ray Lawler and first performed at the Union Theatre in Melbourne on 28 November 1955. The play is considered to be the most significant in Australian theatre history, and a ""turning point"", openly and authentically portraying distinctly Australian life and characters. It was one of the first truly naturalistic Australian theatre productions.",https://www.genesiantheatre.com.au/s2022/4/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2022/4/images/1.jpg', 'https://www.genesiantheatre.com.au/s2022/4/images/3.jpg']"
My Family and Other Animals,"By Gerald Durrell 
 Adapted by Janys Chambers 
 Directed by Elizabeth Munro and Mark G. Nagle",2022-09-17,2022-10-22,"{""Co-Directors"": [""Elizabeth Munro and Mark G. Nagle""], ""Set Design"": [""Mitchell Latham""], ""Lighting and Sound Design"": [""Michael Schell""], ""Puppetry Prop Design"": [""Ella Monti""]}","{""Stage Manager"": [""Marica Fumanti""], ""Assistant Stage Manager"": [""Susan Duch\u00e2\u200cteau"", ""Mary Abraham""], ""Lighting and Sound Operation"": [""Cian Byrne"", ""Grace Bondoc"", ""Mark Berriman"", ""Emmanuel Said""]}","{""Gerry (Gerald) Durrell"": [""Dominique Nesbitt""], ""Larry (Lawrence) Durrell"": [""Gordon Carroll""], ""Leslie Durrell"": [""Joash Stuivenberg""], ""Margo (Margaret) Durrell"": [""Deanna Ruseska""], ""Louisa Durrell"": [""Cindy de Wet""], ""Roger (the Dog)"": [""Jordan McCabe""], ""Customs Officer"": [""Durant"", ""Cynthia Ning""], ""Hotel Manager"": [""Sophia"", ""Brigitte Claire Everett""], ""Spiro Hakiaopulos"": [""Theo Hatzistergos""], ""Agathi"": [""Jonquil"", ""Mrs Kralevsky"", ""Emilia Kriketos""], ""Yani"": [""Dr Androuchelli"", ""Dimitri"", ""Peter Gizariotis""], ""Michael"": [""Peter"", ""Waiter"", ""Local Youth"", ""Liam O'Carroll""], ""Rose Beetle Man"": [""Alecko"", ""Waiter"", ""Pratap C Thakuri""], ""George"": [""Kralevsky"", ""Kosti"", ""Local Youth"", ""Andrew Cougle""], ""Tarkan"": [""Javad Ziaolhagh""], ""Lugaretzia"": [""Magpie 1"", ""Cris Bocchi""], ""Magpie 2"": [""Ensemble"", ""Susan Duch\u00e2\u200cteau""], ""Understudy"": [""Ensemble"", ""Guapa Te""], ""Ensemble"": [""Mary Abraham"", ""Marica Fumanti""]}","It's 1935, and an eccentric English family - four children, their widowed mother, and Roger the dog - arrives on the sun-soaked shores of Corfu to start a new life.
For eleven-year-old Gerry Durrell, the extraordinary landscape provides the perfect playground. Its exotic fauna inspires a life-long fascination with the animal kingdom - and his much-loved memoir
My Family and Other Animals
 recently shown as
The Durrells
 on TV.
Janys Chambers' acclaimed stage adaptation was first seen at York Theatre Royal, and invites other theatre companies to make ingenious and inventive decisions, bringing to life all the inhabitants of Durrell's cherished island - whether they walk and talk, fly and squawk, crawl or swim or slither.",https://www.genesiantheatre.com.au/s2022/5/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2022/5/images/1.jpg', 'https://www.genesiantheatre.com.au/s2022/5/images/3.jpg']"
Sherlock Holmes and The Case of the Jersey Lily,"By Katie Forgette 
 Directed by John Grinston",2022-11-05,2022-12-10,"{""Director"": [""John Grinston""], ""Assistant Director"": [""Barry Nielsen""], ""Set Design"": [""Tom Fahy""], ""Costume Design"": [""Susan Carveth""], ""Lighting and Sound Design"": [""Mehran Mortezaei""]}","{""Stage Manager"": [""Susan Duch\u00e2\u200cteau""], ""Assistant Stage Manager"": [""Aur\u00e9lie Kenigsberg""], ""Lighting and Sound Operation"": [""Mark Berriman"", ""Grace Bondoc"", ""Paul Adderley"", ""Cian Byrne"", ""Chris Dunwell"", ""Paul Uhrig"", ""Charlotte Launay""]}","{""Dr John Watson"": [""Carlin Hurdis""], ""Sherlock Holmes"": [""Neilson Brown""], ""Lillie Langtry"": [""Molly Haddon""], ""Oscar Wilde"": [""Nathan Moss""], ""Abdul Karim"": [""Gunjeet Singh Chattha""], ""Mrs Tory"": [""Meg Girdler""], ""John Smyth"": [""Liam O'Carroll""], ""Professor Moriarty"": [""Igor Bulanov""]}","Oscar Wilde brings his friend Lillie Langtry, England's most famous actress and former mistress of both Edward VII and Earl Battenberg, to see Sherlock about some stolen items and a blackmail attempt. Sherlock and Watson are soon on the case and, of course, Moriarty is involved. There is a shady maid, an even shadier housekeeper, and the very shady Moriarty goon!
A mixture of thriller and comedy with a touch of romance this play has something for everybody!",https://www.genesiantheatre.com.au/s2022/6/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2022/6/images/1.jpg', 'https://www.genesiantheatre.com.au/s2022/6/images/3.jpg']"
William Shakespeare's Long Lost First Play (Abridged),"by Austin Tichenor and Reed Martin 
 Directed by Tom Massey 
 Australian Premiere",2021-01-16,2021-02-13,"{""Director"": [""Tom Massey""], ""Assistant Director"": [""Molly Haddon""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Mehran Mortezaei""]}","{""Stage Manager"": [""Hannah Dunwell""], ""Lighting and Sound Operation"": [""Charlotte Launay"", ""Christopher Wilks""]}","{""Casey Martin"": [], ""Paris Change"": [], ""Riley Lewis"": []}","This is the follow-up to
The Complete Works of Shakespeare
, a big success for us five years ago. Madness and mayhem guaranteed!
A brand new Shakespeare play has been discovered in a carpark in Leicester amidst some unimportant old bones. Written when the Bard was just a spotty 17 year old in Stratford, this thrilling manuscript seems to include the first drafts of all of his later body of work that we are familiar with today, all jumbled together in the one 100 hour play! Three Shakespearean enthusiasts have got their hands on the manuscript and are determined to present it to the good people of Sydney for the very first time ever!
Puck and Ariel battle it out in quest of the title of best fairy, Cleopatra falls for Eeyore's Bottom, Hamlet finds that Lady M is great at motivating him to be more of a 'to be' Hamlet instead of a 'not to be' Hamlet, while Lear's three daughters the weird sisters predict, incant, and prepare potions on a Scottish Moor. Since the full manuscript is over 100 hours, our gallant band may have to make some cuts during the performance, right before your eyes!",https://www.genesiantheatre.com.au/s2021/1/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2021/1/images/1.jpg', 'https://www.genesiantheatre.com.au/s2021/1/images/2.jpg', 'https://www.genesiantheatre.com.au/s2021/1/images/3.jpg']"
The Secret of Chimneys,"by Agatha Christie 
 Directed by Molly Haddon 
 Australian Premiere",2021-03-06,2021-04-17,"{""Director"": [""Molly Haddon""], ""Assistant Director"": [""Sandra Bass""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Ian Whalan""], ""Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Marica Fumanti""], ""Lighting and Sound Operation"": [""John James Leonard"", ""Charlotte Launay""]}","{""Tredwell"": [""Rodney Stewart""], ""Monsieur Lemoine"": [""Jack Elliot Mitchell""], ""Lady Caterham"": [""Sandra Bass""], ""Lady Eileen Brent (Bundle)"": [""Dominique Nesbitt""], ""George Lomax"": [""Victor Moore""], ""Billie Eversleigh"": [""Abbie Love""], ""Anthony Cade"": [""Patrick Tangye""], ""Virginia Revel"": [""Rachele Edson""], ""The Stranger"": [""Boris Andrassy"", ""Monsieur X"", ""Hamish MacDonald""], ""Superintendent Battle"": [""David Stewart-Hunter""], ""Herman Banks"": [""Thomas Southwell""]}","Stolen letters, missing diamonds, murdered blackmailers - it's going to be quite a house party at Chimneys in this murder mystery with treasure hunt!",https://www.genesiantheatre.com.au/s2021/2/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2021/2/images/2.jpg', 'https://www.genesiantheatre.com.au/s2021/2/images/3.jpg']"
A Passage to India,"by E.M. Forster 
 Adapted by Martin Sherman 
 Directed by Mark G. Nagle 
 Sydney Premiere",2021-05-15,2021-06-19,"{""Director"": [""Mark G. Nagle""], ""Assistant Director"": [""Emma Whitehead""], ""Set Design"": [""Mark G. Nagle""], ""Costume Design"": [""Andrea Tan"", ""Mark G. Nagle""], ""Lighting Design"": [""Sarah Gooda"", ""Michael Schell""], ""Sound Design"": [""Jaymes Julian Wilson"", ""Vishal Shah"", ""Mark G. Nagle""]}","{""Stage Manager"": [""Marica Fumanti"", ""Owen L. Hirschfeld""], ""Lighting and Sound Operation"": [""Charlotte Launay"", ""Amy Roberts"", ""Sangeeta Tandon""]}","{""Prof. Narayan Godbole"": [""Gaurav Kharbanda""], ""Dr. Aziz Ahmed"": [""Atharv Kolhatkar""], ""Ralph Moore"": [""Anthony"", ""Musician"", ""Ankit Kapoor""], ""Mr. Cyril Fielding"": [""Miles Boland""], ""Mrs. Moore"": [""Susan Jordan""], ""Miss Adela Quested"": [""Christiane New""], ""Mr Ronny Heaslop"": [""Simon Lee"", ""Nick Fitzsimmons""], ""Hamidullah"": [""Musician"", ""Vishal Shah""], ""Rafi"": [""Das"", ""Guide"", ""Sankalp Bhatnagar""], ""Mahmoud Ali"": [""Mohammed Latif"", ""Taufeeq Ahmed Sheikh""], ""Mr. Harry Turton"": [""Douglas Spafford""], ""Mrs. Mary Turton"": [""Phoebe Kennedy""], ""Major Callender"": [""Musician"", ""Murray Fane""], ""Mrs. Bhattacharya"": [""Mother (Prologue)"", ""Sweta Kumar""], ""Miss Nancy Derek"": [""Kate Smytheman""], ""Mr. McBryde"": [""James Fraser Moir""], ""Subaltern"": [""Owen L. Hirschfeld""], ""Amritrao"": [""Haq"", ""Warrior (Prologue)"", ""Gunjeet Singh""], ""Tabla player and singer"": [""Aman Pal""]}","What could be more wonderful than to sit back and enjoy
A Passage to India
? This is a strong adaptation with many challenges of multiple locations, costume changes and large cast, but the timeless beauty of the story will shine through.
Before deciding whether to marry Chandrapore's local magistrate, Adela Quested desires discovering the ""real India"" for herself. Newly arrived from England, she agrees to see the Marabar Caves with the charming Dr Aziz. Through this one harmless event Forster exposes the absurdity, hysteria and depth of cultural ignorance that existed in British India in the twenties. E.M. Forster's classic novel is adapted in this highly theatrical, humorous, and faithful version for the stage by Martin Sherman.",https://www.genesiantheatre.com.au/s2021/3/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2021/3/images/1.jpg', 'https://www.genesiantheatre.com.au/s2021/3/images/3.jpg']"
Home Chat,"by Noël Coward 
 Directed by Barry Nielsen 
 Australian Premiere",2021-11-06,2021-12-12,"{""Director"": [""Barry Nielsen""], ""Assistant Director"": [""Noemie Jounot""], ""Set Design"": [""Tom Fahy""], ""Costume Design"": [""Susan Carveth""], ""Lighting Design"": [""Ian Whalan""], ""Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Alexis Worthing"", ""Marica Fumanti""], ""Lighting and Sound Operation"": [""Molly Smith""]}","{""Pallet"": [""Turner"", ""Robert Green""], ""Mavis Wittersham"": [""Ruba El-Kaddoumi""], ""Paul Ebony"": [""Kendall Drury""], ""Mrs Chillham"": [""Jenny Jacobs""], ""Mrs Ebony"": [""Lois Marsh""], ""Lavinia Hardy"": [""Scarlet Hunter""], ""Janet Ebony"": [""Abbie Love""], ""Peter Chelsworth"": [""Cameron Hutt""], ""Alec Stone"": [""Peter David Allison""]}","The story follows Janet Ebony and her best friend Peter Chelsworth after a train crash during which they were sharing a sleeping compartment. Upon their arrival back in London the two are met with suspicion and scorn from Janet's family and Peter's fiancée as they are accused of infidelity. Outraged by her family's lack of trust, Janet hatches a plan to teach them a lesson..... but things don't quite go according to plan!
When first produced in the 1920's the play's twin themes of female sexual liberation and a casual attitude to marriage were ground breaking and perhaps before their time. The play was neglected for 90 years, until revived by Finborough Theatre just a few years ago in what was described as 'a splendid rediscovery' by British Theatre Guide. Now, for a modern 2020's audience it's the light and breezy writing of Coward that shines through, and in a post Me Too world people will be much more responsive to these themes. We are delighted to reveal this long over looked Coward play to an Australian audience for the very first time!",https://www.genesiantheatre.com.au/s2021/4/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2021/4/images/1.jpg', 'https://www.genesiantheatre.com.au/s2021/4/images/3.jpg']"
The Ladykillers,"by Graham Linehan 
 Directed by Walter Grkovic 
 Sydney Premiere",2020-01-18,2020-02-15,"{""Director"": [""Walter Grkovic""], ""Set Design"": [""Grant Fraser""], ""Costume Design"": [""Susan Carveth""], ""Lighting and Sound Design"": [""Michael Schell""]}","{""Stage Manager"": [""Alishia Keane""], ""Assistant Stage Manager"": [""Alexis Worthing""], ""Lighting and Sound Operation"": [""Ian Whalan""]}","{""Constable MacDonald"": [""Rod Stewart""], ""Mrs Wilberforce"": [""Pamela Whalan""], ""Professor Marcus"": [""Marty O'Neill""], ""Major Courtney"": [""Stephen Doric""], ""Harry Robinson"": [""Doug Wiseman""], ""One-Round"": [""Paul Rye""], ""Louis Harvey"": [""Barry Nielsen""], ""Mrs Tromleyton"": [""Pauline Gardner""], ""Guests"": [""Eve Lichtnauer"", ""Rod Stewart"", ""Susan Carveth""]}","The Ladykillers
 began life as an Ealing comedy film written by William Rose and directed by Alexander Mackendrick in 1955, and was adapted for the stage in 2011 by Graham Linehan, well known for
Father Ted
,
Black Books
, and
The IT Crowd
.
When the kind hearted Mrs Wilberforce rents a room to the charming Professor Marcus she is overjoyed to hear music filling her house. The Professor says it's a perfect room to rehearse with his string quintet! Surely it's a coincidence a security van route passes nearby? When large bundles of money turn up the ruse is rumbled and the gang exposed! What will happen to the sweet old widow when she confronts these dastardly crooks?
We are thrilled to be producing the Sydney premiere of this hilarious adaptation of the much loved Ealing film!",https://www.genesiantheatre.com.au/s2020/1/images/poster.jpg,['https://www.genesiantheatre.com.au/s2020/1/images/3.jpg']
Sherlock Holmes and the Death on Thor Bridge,"by Arthur Conan Doyle 
 Adapted by Sandra Bass 
 Directed by Carlin Hurdis 
 World Premiere 
 We are thrilled to be able to announce a return season of  
 Sherlock Holmes and the Death on Thor Bridge 
  in November: 6, 7, 8, 13, 14, 15, 20, 21!",2020-02-29,2020-04-04,"{""Director"": [""Carlin Hurdis""], ""Assistant Director"": [""Emma Whitehead""], ""Set Design"": [""Tom Bannerman""], ""Costume Design"": [""Susan Carveth""], ""Lighting and Sound Design"": [""Michael Schell""], ""Composer"": [""Nick Lee""]}","{""Stage Manager"": [""Mia Flokis"", ""Amy Roberts"", ""Victoria Helen""], ""Lighting and Sound Operation"": [""Amy Roberts"", ""Mia Flokis"", ""Ella Monti"", ""Cian Byrne""]}","{""Sherlock Holmes"": [""Patrick Magee""], ""Dr John Watson"": [""Nick Fitzsimmons"", ""Carlin Hurdis""], ""Grace Dunbar"": [""Joanne Coleman""], ""Senhora Sofia"": [""Krassy Alexandrova""], ""Anne Moffat"": [""Shane Bates""], ""Detective Philips"": [""Myles Waddell""], ""Maisie Jones"": [""Kate Smytheman""], ""Roger Gibson"": [""Dean Tuttle""], ""Mrs Turner"": [""Victoria Helen"", ""Mia Flokis"", ""Amy Roberts""]}","Sherlock Holmes has grown weary. A bizarre series of shootings using antique firearms is taking place amid a drug war in London's East End, but Scotland Yard insists it has investigations under control. This leaves Holmes slumped deep in boredom and without a case to challenge his formidable powers of deduction. Enter Grace Dunbar, an intelligent and independently minded governess, who is chief suspect for the murder of her employer's volatile and passionate Brazilian wife.
The facts point to a crime of passion, but as we go deeper into the story, other suspects emerge. Was it the super-wealthy Mr Gibson who murdered his wife? Was it the housekeeper, who has been keeping her double-life under lock and key? Was it the young maid from a troubled family?",https://www.genesiantheatre.com.au/s2020/2/images/poster.jpg,"['https://www.genesiantheatre.com.au/s2020/2/images/1.jpg', 'https://www.genesiantheatre.com.au/s2020/2/images/3.jpg']"
An Evening of Short Entertainments,"Horizons 
  by Roger Gimblett 
 Directed by Roger Gimblett 
 Decline & Hall 
  by Roger Gimblett 
 Directed by Emma Whitehead 
 Dinner For One 
  by Lauri Wylie 
 Directed by Shane Bates",2020-12-04,2020-12-13,"{""Director"":[""Roger Gimblett"",""Emma Whitehead"",""Shane Bates""]}","{""Production Manager"":[""Shane Bates""],""Lighting and Sound Design"":[""Michael Schell""],""Stage Manager""::[""Joel Montgomery""],""ASM"":[""Kate Smytheman""],""Lighting and Sound Operation"":[""Ian Whalan"",""Charlotte Launay""]}","{""Liz"":[""Jenny Jacobs""],""The Young Man"":[""Xavier Molyneux""],""Donald"":[""Carlin Hurdis""],""Janet"":[""Anna Desjardins""],""Hugh"":[""Doug Rumble""],""Mary"":[""Melanie Robinson""],""Savana"":[""Jess Davis""],""Tony"":[""Nick Fitzsimmons""],""James"":[""Barry Nielsen""],""Miss Sophie"":[""Sandra Bass""]}","After a difficult year, sit back and enjoy some pure entertainment as we wind down to Christmas with an evening of one act plays! Hurry - limited seating!!
This touching short piece about a fraught older lady encountering a young cheerful surfer on a beach one afternoon is a feel-good delight.
eloquently performed two hander about solace Sydney Arts Guide
A volunteer committee faces the imminent closure of their well-used and well-loved historic community hall (sound familiar...?). Tempers fray amongst the members as they fight for survival, between the blunt Scout group leader and the bombastic drama club chair, the diplomatic church minister and offbeat yoga teacher. A hilarious tale with a twist you won't see coming!
a well executed piece of character driven farce Australian Stage
An end of year tradition, the 1963 recording from German TV of this classic vaudeville skit holds the record as the most frequently repeated TV programme ever. Miss Sophie and her Butler James will have you in hysterics as she entertains her four friends at her 90th birthday - all of whom she has now outlived! Same procedure as last year Miss Sophie? Same procedure as every year, James!",https://www.genesiantheatre.com.au/s2020/3/images/poster.jpg,[]
